Ratings,Reviews,binaryRatings
8,"Directed by Clive Barker and based on his 1988 novella Cabal, this movie was a commercial and critical failure. Barker has always claimed that the producers tried to sell the film as a run of the mill slasher, when it is anything but. In 2014, he finally was able to release a director's cut that fixed many of his issues.Aaron Boone (Craig Sheffer, Fire in the Sky) dreams of a place called Midian where monsters are accepted. His girlfriend Lori has convinced him to start seeing a psychotherapist named Dr. Phillip Decker, who is ably played by David Cronenberg of all people. All along, Decker has been setting Boone up for the murders that he's been committing, giving his LSD instead of lithium and filling his head with details of the murders.Decker urges Boone to turn himself in, but he's hit by a truck and sent to the hospital where he meets Narcisse, another man who knows about Midian. He explains to Boone how to get to the hidden story while he cuts off his own face.Boone makes his way to Midian, where he meets the creatures who make it their home like Kinski (Nicholas Vince, the Chattering Cenobite from Hellraiser) and Peloquin, a demonic creature who smells Boone's innocence, letting him know that there's no way that the murders could have been his doing. He bites Boone, who runs into a police trap led by Decker and is shot and killed.He'd be dead if it wasn't for Peloquin's bite. Soon, he returns to life in the morgue while his girlfriend decides to come looking for Midian herself. Boone becomes part of the Nightbreed thanks to their leader Dirk Lylesburg (Doug Bradley, Pinhead himself) and from the touch of their god, Baphomet.What follows is a battle between the police and clergy versus the Nightbreed, ending with Boone rallying the supernatural creatures and destroying their home to stop the attacks. Decker is stopped, Baphomet discusses that this was all part of the prophecy and he renames Boone Cabal.There are two different endings of the film, depending on the original and director's cut that change the story significantly. One raises Decker from the dead while another places Lori into the Nightbreed. Both set the stage for further adventures that never happened, sadly.Barker wanted this to be the Star Wars of horror films and envisioned a trilogy of stories. But the film wasn't marketed well and never made back its budget. Barker said that the producers expressed a concern that ""the monsters are the good guys,"" to which he replied, ""That's the point.""Marvel's Epic imprint put out several comic books and there were serveral video games, but soon the film slided away into obscurity, Luckily, with the excitement around the director's and Cabal cuts of the film being released, SyFy, Morgan Creek and Barker have announced an entirely new series based on the movie.Interestingly enough, Filmmaker Alejandro Jodorowsky spoked well of Nightbreed, calling it ""the first truly gay horror fantasy epic"", as he saw the movie being all about the ""unconsummated relationship between doctor and patient.""There are plenty of music ties in this film, as the role of Ohnaka was first intended for singer Marc Almond and Suzi Quatro was in the film, but her scenes were cut. It's also one of the first films that Danny Elfman scored after Batman. Barker stated that ""The most uncompromised portion of that entire movie is the score.""Nightbreed has more than held up, reminding me of the convention season of 1990 when you could see buttons and shirts of this movie everywhere. My excitement was at a fever pitch and I thought, ""This is going to be huge."" Shows how smart I was.",1
4,"It took me YEARS to finally see this film again. I once began watching it at the age of 10 (I knowway too young) and got terrified. There's this scene near the beginning of Nightbreed in which a madman  wearing the scariest mask ever  butchers an entire family. Pretty creepy, I assure youand I never really dared to watch it again until now. Now, I still think Nightbreed is able to cause nightmares to some peopleas it is stuffed with gruesome monsters and a fair amount of unpleasant killing scenes. Not that it is very scaryit's just constant artillery of ugliness.
For the second time, Clive Barker turned his own novel into a scenario. When compared to Hellraiser (which happens to be my favorite film of all time), Nightbreed is nothing more then rubbish! Regretfully, Barker didn't succeed in creating the same sober and chilling atmosphere and the attempted moral ruins the whole film. Cronenberg and Haid are supposed to be the personifications of modern evil and Barker tries to tell us they're much more dangerous than a couple of mutant outcasts who're living underneath an abandoned cemetery. It's better not to compare it with Hellraiser too much; otherwise you'll feel terribly cheated. Clive Barker's direction looks amateurish and untidy and the acting isn't a real highlight, neither. David Cronenberg is a much better director than he is an actor but it was nice to see him in this roleI'll admit that. And I would lie if I said there was absolutely nothing to enjoy about Nightbreed. The settings are pretty cool and the music is truly terrific. Thanks to Danny Elfman's guiding musical score, there are a few memorable sequences in this film, after all. Actually, if you cut back on the ugly monsters a bit and maintain Elfman's musicit practically is a Tim Burton film! All together: NOT recommended!",-1
5,"I'm not much of a Barker fan . I've read all his BOOKS OF BLOOD but was put off them by his self indulgent purple prose writing . But nevertheless I really enjoyed HELLRAISER which I rate as the greatest horror film ever made and looked forward to seeing NIGHTBREED ****** SPOILERS ******Oh gawd what a disappointment . I've never read Barker's novel CABAL but feel I may have to in order to make sense of this film adaption . Why is Dr Decker( Who I thought Cronenberg played very well ) bumping off people ? Why does he pick Boone to be the patsy ? What criteria do peoples' souls have to meet in order to enter Midian ? This is a classic example of an underdeveloped script , the answers to these questions may be obvious to the screenwriter/adaptor but they leave the audience totally puzzled . But the thing that confused was the way the film was marketed as "" A horror movie where the humans are the bad guys "" ! Well apart from this being a bad premise for a horror film I was confused as to how the humans can be uniformily "" "" bad "" ? Yes they attack the monsters lair but this is because they believe they've been behind the murder of humans along with Boone . There's absolutely no idication any human knows Decker was responsible . In other words they're guilty of nothing more than wanting to protect their community from more hideous murders . Is there anything wrong with this concept ? In my opinion - NO ! And the attack on Midian is way over the top. NIGHTBREED is set in Canada but the rednecks here are equipped with assault rifles , flame throwers and rocket launchers , since when have Canadian citizens been allowed to own these ? Despite these serious flaws I'm sad to see that Clive Barker seems to have retired from making films because I was hoping he'd become a big name in the British film industry . Which reminds me : If NIGHTBREED was filmed on location in Canada with the ( Not very convincing )studio exteriors filmed in Britain with a mainly British cast and crew then why is it classed as an American film ?",-1
8,"Note: this review and rating applies to the directors' cut recently released on DVD and Blu-ray by Scream Factory.Clive Barkers' adaptation of his own story Cabal is one that actually could be described as epic in this incarnation. While it would have been even nicer to get to know our characters a little better before the darkness falls, the film succeeds on a visceral and visual level. The look is something special, and the theme is resonant. The end result comes about through intolerance, hatred, and xenophobia, and one cannot help but root for the monsters. Unfortunately, the producers at Morgan Creek did not see eye to eye with Barker, and compromised his vision. They didn't think it possible for monsters to be sympathetic or to be heroes.Craig Sheffer stars as Aaron Boone, a young man unsure of whether or not he is committing murders. His psychiatrist, Philip Decker (a well cast David Cronenberg) is not really any help. Unfortunately, the police are convinced that Boone's a killer, and track him down to the gates of a mysterious community named Midian. There he is pumped full of bullets. However, what Boone had wanted was to become a part of this community, believing that it's a place where sin can be forgiven. The monsters soon accept him as one of their own.Sheffer is okay, but is easily out acted by Cronenberg, who creates a memorable creep indeed. Anne Bobby is very appealing as Lori, Boones' lover who embarks on a journey into this other world in search of answers. Charles Haid is excellent as a gung ho antagonist, police captain Eigerman. The very fine supporting cast also includes Hugh Quarshie, Doug Bradley, Catherine Chevalier, Nicholas Vince, and Simon Bamford. It's a treat to see screen veteran John Agar in a small role.The varied and vivid makeup effects work on all of the characters is most impressive. Hats off to Bob Keen and his company Image Animation for all of their efforts.In addition to an engaging romance at the centre of things, Barker is able to create a fierce, dynamic apocalyptic climax that should have its viewers' full attention.A creature feature with a sensitivity towards its creatures, ""Nightbreed"" is definitely worth a look, or another one, for fans of the genre.Eight out of 10.",1
7,"Aaron Boone (Craig Sheffer) keeps having dreams about strange creatures and a cemetery. His loving girlfriend Lori (Anne Bobby) stays with him because she loves him. Psychiatrist Philip Deeker (David Cronenberg) is trying to help Aaron...or is he? Aaron is killed and then the nightbreed (a breed of undead creatures) make him one of their own. It all ends up with an all out war.As everyone knows this film is a disaster. Before it was released the studio (20th Century Fox) cut out almost 30 MINUTES out of the film much to the fury of writer/producer/director Clive Barker. What's left is a very interesting movie which (sadly) has huge gaps in the plot and very choppy editing. I blame the studio for this--not Barker. Also it was horribly advertised and died quickly. It DOES have some glaring faults--there was also a hilarious continuity error in which Lori is being chased in a graveyard and it goes from day to night and back to day again! Also Sheffer is lousy in his role and the ending was just horrible. I caught it in a theatre back in 1990. It WAS confusing and a mess but there was (and is) a lot of good material there to see what MIGHT have been.The story lacked a real strong back story about the Nightbreed (I attribute this to the editing) but you understand enough to get the plot. The makeup and sound effects are excellent and Danny Elfman provides a GREAT score to the movie. Also there's impressive set designs--especially with Deeker's lair and the Nightbreed's home. Also the movie makes you feel for the Nightbreed at the end and puts the audience firmly on their side--NOT an easy thing to do. Sheffer aside the acting is great by everybody. The actors playing the Nightbreed seem to be having a whale of a time even though they have tons of makeup on. Also Bobby has nothing to do but whine and search for Aaron--but she pulls it off. Also look for Doug Bradley (Pinhead from the ""Hellraiser"" films), horror authors John Skipp and Craig Spector and genre great John Agar in small roles.Hopefully we'll see a directors cut one day--but it's been 20 years so I don't think so. What's left is a flawed but very good horror movie. Worth seeking out if you're a horror fan.",1
6,"Based upon Clive Barker's own novel 'Cabal' this was his second feature film as director after the far superior Hellraiser. The film follows Aaron Boone (Craig Sheffer) and his girlfriend Lori Winston (Anne Bobby) as he is implicated in a series of brutal murders committed by his psychologist Dr. Phillip K. Decker (David Cronenberg, in front of the camera for a change instead of behind it). Decker uses taped sessions to frame him. Boone also has recurring nightmares about monsters and a place called Midian. Decker convinces Boone that he is responsible for the gruesome killings. Boone, high on drugs given to him by Decker, is involved in an accident and is hit by a truck. While in hospital he over hears another patient talking about Midian. Boone questions him and finds out Midian is located under a cemetery. Once there he discovers the 'nightbreed' the last remains of ancient races that mankind have driven to almost total extinction. He is attacked and bitten on the shoulder by one such creature Peloquin (Oliver Parker). He manages to escape only to find Decker and the police waiting for him outside, the police shoot him. Later on that night in the morgue Boone comes back to life and becomes one of the nightbreed, he travels back to Midian and is accepted as one. But right behind him people are becoming aware of Midian's existence, Lori who wants to be with Boone, plus Decker, and the local Sheriff (Charles Haid) who together are intent on destroying Midian and it's residents. I was disappointed with what ended up on the screen here. I never felt anything for any of the characters, human or otherwise. Except for Cronenberg's masked serial killer Dr. Decker. I found the monsters in this dull and uninteresting unlike the Cenobites from Barker's Hellraiser. Most of them are just people with a bit of face make up. The make up effects, credited to Image Animation, are kept mostly in shadow and shown in flashes, when we do get a look at some of the better designs they are impressive, although I couldn't get the thought of an actor in a cheap rubber mask out of my head. Midian itself is also mainly kept in the dark, but it appears nothing more than tunnels connected by wooden bridges. There's not much blood or gore, certainly when you compare it to Barker's Hellraiser, but a horror film doesn't have to be gory to be good. The problem is Barker's script, as I've already mentioned most of the characters, both human and nightbreed, are dull and underdeveloped, except Cronenberg you won't care about any of them. His insistence on religion and heavy handed morals don't help either, Barker constantly tries to tell us that a cemetery full of monsters isn't as terrible as the local Sheriff and his police officers, and just about anyone else from the 'natural' world. And he throws in a priest at the end Father Ashberry (Malcolm Smith) who runs around among all the explosions and fire at the end rambling to himself about god. Danny Elfman's score sounds like just about all his others. There's no real coherent story to it, and it doesn't go anywhere or finish in a particularly satisfying manner. It's different and better than a lot of unoriginal unimaginative horror films, but ultimately I found it to be disappointing, maybe I was just expecting too much. I'm sure Barker's original cut that he was forced to chance would be better, but I doubt we'll ever see it. A missed opportunity.",1
7,"Clive Barker of Hellraiser fame has written and produced a fantasy horror film that is funny and exciting.The make-up done by Bob Keen and Geoffrey Portass was fantastic. It took quite an imagination to come up with these mutants that lived underground. It was really a treat to see the quality of work.It wasn't particularly horrible, as the worst creature was actually a human serial killer.I just saw Craig Sheffer in Shadow of Doubt the other day and he did a good job in this film also. Nothing spectacular, but fair. This was only Anne Bobby's third film, and she was good also.The ending was spectacular and the rednecks got their just desserts, as did David Cronenberg. Ha!",1
2,"This Clive Barker catastrophe was based upon his book ""Cabal."" A cabal is a small group of secret plotters, as against a government or person in authority. Don't expect the movie to be about that.It's a Calgary, Canada crapfest that's somehow a freakish love story where a priest abandons his faith and a girl stabs herself in the stomach to join the ranks of the undead. Because, you know... love and crap. Dumbass YA's and the irrevocable decisions they make because they're too damn dumb to think long term.This pile of Canadian goose poo would have us believe that a doctor accompanies police to apprehend serial killers. And that the doctor, not the police would be the first to engage said killer. And that when the doctor shouts, ""He's got a gun!"" the police just unload everything they've got into said suspect.""Nightbreed"" was bad enough to make me catatonic with bewilderment at how dumb it all was. The Nightbreeds were monsters, or mutants, or some species of creatures that ranged from very human to very alien. They lived in a cemetery called Midian. What once was a closely guarded secret with no admittance allowed became a well-known nightclub with no security at the door.Because of a series of absurd events resulting in the main character, Aaron Boone (not the ex-NY Yankee) (Craig Sheffer), being dead and in jail, Midian became Hamburger Hill. It was the ""naturals"" versus the... unnaturals I guess... with the naturals having the edge with firepower and the Monstars (yes I'm making them a Space Jam basketball team) having the edge with mutant abilities.Boone leads the underground shapeshifters to victory, immortalizes his irritating shadow of a girlfriend, and fulfills his destiny. He was the Luke Skywalker of horrible horrors. Now, excuse me while I try to go purge my memory before I lose my mind.",-1
7,"A community of mutant outcasts of varying types and abilities attempts to escape the attention of a psychotic serial killer and redneck vigilantes with the help of a brooding young man who discovers them...What a strange interesting movie this oddity is.First off, the editing is really the poorest i have ever seen in a movie. One second, we see Boone about to talk to someone, next, it's obvious something prolific was said, but we never find out, hence making the film all the more confusing.Marketed as a slasher movie, Cronenberg is the most interesting character in the film, but he is a small fish in the Nightbreed pond compared to the characters we never get to learn more about.It's clearly evident that the characters who appear to have more going on in the world had more to do in the film than the finished product, which is frustrating.But as a standalone movie, it's fascinating to see such creations appear on screen, and the mythology we could have been given is there, but not in it's full glory.It has a very camp element to it, and Sheefer is good in his role, but Cronenberg steals the film as the sadistic doctor.Hopefully one day, the full 159 minute epic will be released, but for now, we will have to put up with this creation.",1
6,"Not that it is a really good movie or anything, it is an okay film that is rather interesting. I do not think I am going out on much of a limb when I say I am betting the book was better. Just a feeling I get, as this movie has parts of it where a viewer can get a bit lost. Plot points and key events seem to be missing from this film. It would have also been useful to know what certain characters were thinking, something you just can not do in a movie that you can do in the book. Still, the film was different and David Cronenburg was absolutely great as that weird doctor guy and by far the creepiest guy in the film which is rather good considering all the strange creatures there are in this movie. The story is hard to explain, a young man is seemingly called to his old cemetery. He believes he is becoming some sort of monster and this cemetery is home to these strange monsters that do have bite to them, but for the most part seem okay. They seem to have an entire city under the cemetery. There are all sorts to, though the porcupine one and the berserker ones stick out most in my mind. The doctor played by Cronenburg has strange motivations and the young man at the beginning copes with some strange changes. Like I said interesting enough, but it just seems to much was left out or something, or maybe it was a short story and to much was added in.",1
8,"When I heard last year that a new version of Nightbreed was coming out I was happy to finally see how this flick should be in stead of the mess it was made off when it came out. Clive Barker had nothing to say about the editing just before release. It was not done that monsters were the good thing and humans were bad. So nobody understood the earlier version and it was a big failure. 6 years ago Clive Barker was fed up with it all and tried to restore Nightbreed in it's original form. It was a hell, nothing was found. Mark Miller helped Clive to find the old stuff and contacted the fan base and yes, there it was, a 160 minute flick called the cabal cut. It was edited full with VHS parts that were almost not watchable. I have seen pieces and they knew that they couldn't bring it out that way so they contacted the studio's again and here it is, the director's cut clocking in at 120 minutes restored on Blu Ray, sadly only on region A but no probs for me, I have seen it and indeed this looks more like a flick.The effects used to make the nightbreed creatures are stunning and so typical Barker but some effects are also outdated and were used common at the end of the eighties. But still it's worth picking up. And now seeing it again, David Cronenberg (Dr Decker) was perfect in his role. Finally it's out there so do pick it up. Here and there you do see pixels due the upgrade towards 1080P but hey, finally Midian is back in full glory.Gore 1/5 Nudity 0,5/5 Effects 3/5 Story 3/5 Comedy 0/5",1
6,"Clive Barker's ""Nightbreed"" (based on Barker's novel ""Cabal"") is a disappointing horror film-especially in comparison to legendary ""Hellraiser""(1987).First of all there is not enough suspense or gore to satisfy horror fans.The sets are incredibly fake as are some of the monsters.However the cast is fine and David Cronenberg steals the show as a Dr.Phillip K.Decker.Check it out if you have enough time to kill...My rating:5 out of 10.",1
