Ratings,Reviews,binaryRatings
7,aaron boon craig sheffer keep dream strang creatur cemeteri love girlfriend lori ann bobbi stay love psychiatrist philip deeker david cronenberg tri help aaronor aaron kill nightbre breed undead creatur make one end wara everyon know film disast releas studio th centuri fox cut almost minut film much furi writerproducerdirector clive barker what leave interest movi sadli huge gap plot choppi edit blame studio thisnot barker also horribl advertis die quickli glare faultsther also hilari continu error lori chase graveyard goe day night back day also sheffer lousi role end horribl catch theatr back confus mess lot good materi see might beenth stori lack real strong back stori nightbre attribut edit understand enough get plot makeup sound effect excel danni elfman provid great score movi also there impress set designsespeci deeker lair nightbre home also movi make feel nightbre end put audienc firmli sidenot easi thing sheffer asid act great everybodi actor play nightbre seem whale time even though ton makeup also bobbi noth whine search aaronbut pull also look doug bradley pinhead hellrais film horror author john skipp craig spector genr great john agar small roleshop well see director cut one daybut year dont think what leave flaw good horror movi worth seek your horror fan,1
6,base upon clive barker novel cabal second featur film director far superior hellrais film follow aaron boon craig sheffer girlfriend lori winston ann bobbi implic seri brutal murder commit psychologist dr phillip k decker david cronenberg front camera chang instead behind decker use tape session frame boon also recur nightmar monster place call midian decker convinc boon respons gruesom kill boon high drug give decker involv accid hit truck hospit hear anoth patient talk midian boon question find midian locat cemeteri discov nightbre last remain ancient race mankind drive almost total extinct attack bitten shoulder one creatur peloquin oliv parker manag escap find decker polic wait outsid polic shoot later night morgu boon come back life becom one nightbre travel back midian accept one right behind peopl becom awar midian exist lori want boon plu decker local sheriff charl haid togeth intent destroy midian resid disappoint end screen never felt anyth charact human otherwis except cronenberg mask serial killer dr decker find monster dull uninterest unlik cenobit barker hellrais peopl bit face make make effect credit imag anim keep mostli shadow show flash get look good design impress although couldnt get think actor cheap rubber mask head midian also mainli keep dark appear noth tunnel connect wooden bridg there much blood gore certainli compar barker hellrais horror film doesnt gori good problem barker script ive alreadi mention charact human nightbre dull underdevelop except cronenberg wont care insist religion heavi hand moral dont help either barker constantli tri tell u cemeteri full monster isnt terribl local sheriff polic offic anyon el natur world throw priest end father ashberri malcolm smith run around among explos fire end rambl god danni elfman score sound like other there real coher stori doesnt go anywher finish particularli satisfi manner differ good lot unorigin unimagin horror film ultim find disappoint mayb expect much im sure barker origin cut forc chanc would better doubt well ever see miss opportun,1
7,clive barker hellrais fame write produc fantasi horror film funni excitingth makeup do bob keen geoffrey porta fantast take quit imagin come mutant live underground realli treat see qualiti workit wasnt particularli horribl bad creatur actual human serial killeri saw craig sheffer shadow doubt day good job film also noth spectacular fair ann bobbi third film good alsoth end spectacular redneck get dessert david cronenberg ha,1
2,clive barker catastroph base upon book cabal cabal small group secret plotter govern person author dont expect movi thatit calgari canada crapfest that somehow freakish love stori priest abandon faith girl stab stomach join rank undead know love crap dumbass ya irrevoc decis make theyr damn dumb think long termthi pile canadian goo poo would u believ doctor accompani polic apprehend serial killer doctor polic would first engag say killer doctor shout he get gun polic unload everyth theyv get say suspectnightbre bad enough make cataton bewilder dumb nightbre monster mutant speci creatur rang human alien live cemeteri call midian close guard secret admitt allow becam wellknown nightclub secur doorbecaus seri absurd event result main charact aaron boon exni yanke craig sheffer dead jail midian becam hamburg hill natur versu unnatur guess natur edg firepow monstar ye im make space jam basketbal team edg mutant abilitiesboon lead underground shapeshift victori immort irrit shadow girlfriend fulfil destini luke skywalk horribl horror excus tri go purg memori lose mind,-1
7,commun mutant outcast vari type abil attempt escap attent psychot serial killer redneck vigilant help brood young man discov themwhat strang interest movi odditi isfirst edit realli poorest ever see movi one second see boon talk someon next obviou someth prolif say never find henc make film confusingmarket slasher movi cronenberg interest charact film small fish nightbre pond compar charact never get learn aboutit clearli evid charact appear go world film finish product frustratingbut standalon movi fascin see creation appear screen mytholog could give full gloryit camp element sheefer good role cronenberg steal film sadist doctorhop one day full minut epic releas put creation,1
6,realli good movi anyth okay film rather interest think go much limb say bet book well feel get movi part viewer get bit lost plot point key event seem miss film would also use know certain charact think someth movi book still film differ david cronenburg absolut great weird doctor guy far creepy guy film rather good consid strang creatur movi stori hard explain young man seemingli call old cemeteri believ becom sort monster cemeteri home strang monster bite part seem okay seem entir citi cemeteri sort though porcupin one berserk one stick mind doctor play cronenburg strang motiv young man begin cope strang chang like say interest enough seem much leave someth mayb short stori much ad,1
8,heard last year new version nightbre come happi final see flick stead mess make come clive barker noth say edit releas do monster good thing human bad nobodi understood earlier version big failur year ago clive barker feed tri restor nightbre origin form hell noth find mark miller help clive find old stuff contact fan base ye minut flick call cabal cut edit full vh part almost watchabl see piec know couldnt bring way contact studio director cut clock minut restor blu ray sadli region prob see inde look like flickth effect use make nightbre creatur stun typic barker effect also outdat use common end eighti still worth pick see david cronenberg dr decker perfect role final pick see pixel due upgrad toward p hey final midian back full glorygor nuditi effect stori comedi,1
6,clive barker nightbre base barker novel cabal disappoint horror filmespeci comparison legendari hellraiserfirst enough suspens gore satisfi horror fansth set incred fake monstershowev cast fine david cronenberg steal show drphillip kdeckercheck enough time killmi rate,1
4,decid watch theatric releas version instead director cut almost immedi wonder make right decis thing progress seem happen seem dissoci reckon probabl make wrong decis unhappi come go monster monster shoulder rub sli wink think sure short version way go crux problem barker clearli want reveal terribl bad monster good good bad difficult trick pull especi limit resourc studio want straightforward hero villain blockbust perhap person demon address see seem good idea david cronenberg play straight gentl inevit contrast fantast go great end charact becom yet one obstacl get involv would back stori increas viewer involv understand im sure tend think immediaci usual inevit simplic herovillain situat difficult tri come serious regrett therefor im tend conclud despit origin idea good intent sadli deepli flaw project,-1
6,heartach burst innov atmospher intens realli lose narr lack ambit explor mytholog world go uneven rout start unusu great mainli first half film eccentr uneasi edit goe onto fumbl absorbingli menac impact spontan psycholog thrill gener even though still keep passion imagin aliv second half doesnt tri disturb simpli goe even control follow routin trend see gruesom carnag somewhat allegori racism creep cours say appear deceiv even humour around act fell flat sidestori involv david cronenberg clinic viperlik charact excel unnerv placid perform easili see drew project becam far fascin monster realm midian monster vividli bring life convinc twist featur truli stay mind art direct pastel gothic nightmarish glow seem realli give grim atmospher plenti juic epic qualiti robert vidgeon agil photographi work moodili setup setpiec robert elfman orchestr play airi eeri music score craig sheffer agreeabl lead ann bobbi earnestli likabl charl haid doug bradley hugh ross appear solid support cast adapt clive baker novel cabel baker gallantli great job bring life wasnt much fan film hellrais still admir work probabl say good nightbre flaw there much creativ colour count someth,1
2,clive barker nightbre lavish senseless horror film underpin halfbak metaphys less plot featur psychopath psychiatrist unusu play david cronenberg never direct film bad one appear quasifascist polic forc bizarr commun undead monster appar live cascad mountain say commun quot suppos social dynam group never remot plausibl instead film simpli throw someth new u new monster new idea new enemi new place everi turn plot fraction ingredi would suffic scari funni monster swear lot render frighten banal film also intrus music movi rememb result film depth pop video though sadli breviti,-1
1,saw movi costa rica stori seem interest director fail keep movi interest messi disorgan bore feel movi go direct easili understood interest plot weak end bad bottom line worth watch even dvd saw curiou see foreign film win award aw say least littl girl good act give movi basic fail make point film stori tell seem like realiti show movi,-1
7,suppos someon total ignor tragic histori central america might find film unintellig incomprehens howev find absorb turbul time produc tragic circumst famili find caught forc deal best could slick hollywood product never intend one,1
8,surpris level enjoy hajen som visst för mycket shark knew much provid provid perfect overal comment societi origin creativ funni stori mock world money look lend endur film comedi mani altern form use physic intellig sarcast silli form origin watch tv seri film galenskaparna macken en himla många program leif also surpris budget film lot money work use stunt special effect make film look expens galenskaparna work ive see stori never halt abat evolv fast pace throughout film somewhat music alway music arrang impress regardless late overal sound,1
10,clae eriksson creat movi say movi one wasnt satisfi perhap strang relationship odd charact bit confus funni name joke alon make movi worth see know someth dont know,1
2,sceneri nice talk chao asset say good chao chao realli fall stori sometim leave wonder stori lack kind sens idea circu could good idea never expand enough upon charact motiv foggi best top write banal sometim low sound line deliveri incomprehens stunt unexcit lack kind danger heart charact thinli sketch point bore care act liter nonev wellto put sum chao nice sceneri everyth el make film overal dull truli chaotic mess bethani cox,-1
6,saw open scene movi think go classic increasingli preposter plot unfold grow disillus admir like alphavil zardoz minor report tri creat vision futur doesnt reli trickeri view current fascin extrem sport might take u serious illjudg plot full hole one often get impress make go alongit piti there beauti cinematographi imagin use locat genuin interest consequ european integr ireland,1
1,turkey expect littl movi even still disappoint last movi saw make littl sens one eraserhead film full poorli flesh charact act foggy motiv plot bare act laugh film big flaw though failur appropri depict allegedli grand spectacl chao metal circu whole movi hing upon massiv success chao show ever get see coupl halfass motorcycl stunt fight scene nobodi actual hit lot yell closeup chainsaw throw spark metal circu scene do felt like id bare see show watch dvd view makingof featurett clue filmmak inkl make gigant bomb nope saw repeat laughabl comparison romeo juliet romanc center piec junk dont wast time,-1
5,purchas movi local big lot im big fan road warrior mad max movi label similar would say that pretti slim comparison qualiti sound littl low qualiti definit par normal hollywood featur wasnt bad either film center around main charact get mix metal circu chao ensu one one battl back stab even small love stori thrown good measur ok film would watch feel bit goofi mood even want background type film play movi wasnt amaz wasnt bad either fun b movi sci fiapocalypt fan might find interest bit worth spent,-1
9,big prom night definit episod rememberdonna mother sure horribl person wouldnt mind get kill would better dylan dad scene prom actual pretti good nice donna allow stay one see much tortur donna influenc christian prudish lifedonna get drunk troubl also pretti interest part abl get time wonder enddavid pretti cute episod especi much want tri sex worri may forbid sex prom nightsand brandon andrea end hotel room anyth happen,1
10,im jewish one famili die holocaust feel sen horror happen littl bit relief might give peopl touch extraordinari effort do captur peopl carri heinou crime actual watch seri coupl time simpli amaz dog persist peopl want tri get justic make go read even amaz abl didit well research pace there review comment error peopl wear ye like mani show error ive find error almost everi show didnt find overwhelm,1
8,well put togeth seri use actor histor film still essenti view anyon doesnt good knowledg atroc commit germani wwii never forget forgiven illustr pathet virtual nazi war hardli master race like think,1
4,much appar research produc detail nazi seri event youd think could get someth like militari rank insignia correct show actor describ key u armi major wear captain bar usa colonel wear gener star u armi nco usmc uniformswhen documentari doesnt get simple thing correct hard time take grant obscur thing correct research nazi didnt research insignia would major worn nobodi product staff that ever militari nobodi who ever watch news accur movi might speak say wait dont think that righti hope that ten line requir seem like silli requir,-1
1,histori jewish perspect seri applaud illeg intern oper moussad govern israel includ forg passport kidnap murder former nazi nazi collabor make blanket indict cathol church catholicspeopl like mengel diabol enough without bias exagger script someth pose documentaryjust three mani obviou exampl heard kidnap murder adolph eichmann ridicul statement make seri mengel paranoid brazil flee argentina fear definit paranoid relat suffer mental ill caus fals believ peopl tri harm youthi seri use bland euphem describ tortur eichmann moussad get address mengelewiki say mengel notori member team doctor seri make believ mengel sole respons select one experi twin could also train million jew gay gypsi etc unload select fate everyon deed bad enough wonder make seri feel need exagger itth seri say mengel narcissist that get tattoo show blood type arm like s offic mayb smart give proof believ narcissisticw dont need yet anoth documentari oversimplifi wwii histori never learn make peopl thing alway reduc caricaturesi would fall hitler b come power fall b nowth expert seri full peopl whose statement suspect former moussad agent civilian jewish nazi hunter author like guy walter unscholarli book nazi want minut fame promot book sale peopl young child time say know happen speak german understand german later claim know complex statement thing mengel make verbatim knew enough german understand gerald posner former lawyer whose two major career disappoint could get two book make movi book child nazi take anti arab stanc want blame saudi royal famili iti ti customari industri practic produc list cast documentari type product would includ expert whose statement includ well wit whose testimoni includ cast imdb list menegel episod narrat narrat read script verbatim microphon list cast would obviou sensationalist explan histor event relat bias pool wit expertsw think hollywood documentari instead filmsit strang could catch want nazi decad ever yet claim know everi detail everyth happen know claim know felt word like bitter depress etc rd parti peopl could know descript mengel felt never explain peopl wit thing get informationi eichman episod never mention mengel think unimport hierarchi mengel episod mention seem would import know mengel opinion less reason lie eichman would condemn isra govern kidnap hang himth paul touvier episod say seem fishi everybodi help nazi happen connect cathol church,-1
8,two itali there romant one english portray someon goe itali find love there itali get italian pretti bizarr place brilliant friend take place napl scuzzi citi wealthi crimin woman bare human men terribleth stori follow two girl lila elena grow disgust world lila effortlessli brilliant father refus allow educ outpac elena get follow lila dream lila struggl make way world never accept herth perform terrif stori dramat compel movi good itali tourism industri bicycl thief itali ill pas,1
9,interest slightli actionfantasi direct welcom other live two girl grow young woman napl itali approach wani great enthusiasm well let see often ff movi donebeforescript prepar engag listen everi minut intellig dialogu end kudo well do locat act first time actor script prop cinematographi direct puzzlement contrari write half way final episod bathtub lenu lila say elana your brilliant friend must becom smart boy girl,1
8,brilliant friend stori new name releas itali episod min open chapter new name pick exactli first season first book leave name right lila wed stefano way back wed lenu boyfriend antonio get huge argument make make antonio rais issu marriag lenu demur day later lila stefano return honeymoon lenu visit lila lila carruccith new name newlyw new apart lila sport black eye flashback learn happen honeymoon point min episod tell plot would spoil view experi youll see play outcoupl comment tv adapt second book serial novel write neapolitan author elena ferrant saw first season air fall know exactli expect continu stori bff lila lenu give plotheavi seri go say anyth el stori line besid describ initi min set tabl remain episod instead let point seemingli money object move napoli italian alway dress super nice yet alway cool product reflect cast pretti much nonam cast u perspect mani charact follow actual work well max richter provid rich instrument orchestr score short second season look continu high qualiti first season levelsmi brilliant friend stori new name premier week hbo avail hbo demand stream servic new episod air monday even pm eastern cant wait see continu stori lenu lila play mood topnotch qualiti foreign tv seri id readili suggest check draw conclus,1
5,pace seri lend watch visit intermitt seri run pace mola flow uphil scene bore one need use fast forward button get scene dialog lot stare peopl thing realli hold interest becom dark anguishedand one well italian cinema favorit provid someth watch whenev stream queue spar,-1
8,thoroughli enjoy first seri brilliant friend cast littl awkward match young teenag actor perform soon sweep along advic keep track famili unit complex stori tell inform look work poor postwar itali twist dont expect intim look friendship cant wait seri two next fall possibl seri follow quintet book give first seri great drama,1
10,remark come age stori move care two main charact well write realist could real peopl go complet blind know hbo product didnt know think would compar handmaid tale see differ good way write cant get well care charact episod eight well write episod import content see lot italian dialogu feel natur immers everyth everi scene gorgeou look masterpiec,1
8,main charact play excel young actress choose role newcom keep eye futur dark gritti background almost devoid light color air pull world dream well life aspir find happi seem quit elus despit wonder intellig braveri two young girl grow small poverti stricken town fill violenc suppress woman challeng move brighter futur like watch game chess year drag time wonder still friend cant wait season one best show hbo sinc carnival,1
10,season season italian miniseri follow friendship lenú lila first girl teenag youth napl suburb throughout earli sthe seri articul relationship famili social environ natur effect way deep relationship two differ girl lenú introvert conciliatori studiou lila privileg intellig defiant unpredict time exasper becom particular kind femm fatal time friendship close distanc occasion rivalriesthey belong famili woman subject violent patriarch social framework littl interest intellectu person develop famili clan class ideolog rivalri point subject destini typic mediterranean fatal take place dusti neighborhood superbl photograph sepia toneespeci begin period reconstruct perform clearli refer postwar italian neoreal note charact speak neapolitan dialectsaverio constanzo make magnific cinematograph direct intim scene collect one seri base first volum novel tetralog do amiga writer elena ferrant whose text appear voiceov adult lenú whose point view stori toldin addit good perform two girl cast mother seem like reincarn anna magnani extraordinari dora romano teacher oliviero magnific perform margherita mazzucco gaia girac stand lenú lila adolesc young respect immers particular melancholi viewer sure choos one charact favoritein addit combin well romant spirit dimens narr psycholog social histor seri mani time know beat deep unpreced emotion underlin great soundtrack max richter harmon base theme la follia favorit mani baroqu composerswithout doubt one best seri season english reviewcontain refer season season brilliant friend base bad name second novel elena ferrant tetralog continu encount misunderstand friend lenu lila first patient tenaci path academ train passion enterpris lila immers famili trap marriag stefano agent decept prosper suburb alway live case omnipres patriarch matrix seek elegantli discourag first subdu second daili violenceth love rivalri two erupt within framework paradisiac ischia scene great beauti suggest direct alic rohrwach make u understand bourgeoi charact call adolesc territori conquer woman pass childhood adulthood nonstop italian polit scene differ northern southern itali present evidentth seri retain emot power even doubl envelop u incred period reconstruct cours certain topic appear fiction alway approach director saverio costanzo alic rohrwach cours ferrant wonder perform cast lead margherita mazzucco gaia girac two authent teenag bear astonish interpret matur give absolut origin depth sobrieti,1
9,one season magnific product paint incred vivid portrait live two girl earli childhood post war napl growth young woman find deepli move part mother grow one three child poor famili north england era whilst local gangster less issu abject poverti complet lack opportun work class peopl particularli woman reson complet bright class option leav school local slipper factori peopl dont realis bad back film tv seri showcas import educ strikingli seri remind need time govern across world price current gener educ piec work well obvious partli due brilliant write bring life four stun perform young actress play elena lila child young woman margherita mazzucco edg convey equival paragraph vers via particular look coupl word except dora romano also fabul teacher desper help girl fulfil potenti remind great teacher saw potenti boy class isnt realli weak link wider cast either realli get invest charact yearn elena lila particular escap place flourish stun cinematographi also worthi high prais scene elena ride bu napl realli believ scene ischia breathtak final accompani fabul score max richter short one promis tv seri recent year hope keep great high standard,1
6,tri hard arti thoughtprovok utterli fail mostli realli bore superlong shot sceneri etc narratorauthor present portrait lila insipid vapid narcissist reveal thing,1
